,price,mileage,energy_consumption__co2_emissions,general_information__warranty,vehicle_age,model_encoded,model_rank_per_year,transmission_automatic,transmission_manual,energy_consumption__emission_class_Euro 5,energy_consumption__emission_class_Euro 6,energy_consumption__emission_class_Euro 6b,energy_consumption__emission_class_Euro 6c,energy_consumption__emission_class_Euro 6d,energy_consumption__emission_class_Euro 6d-TEMP,energy_consumption__emission_class_Euro 6d-TEMP-EVAP,energy_consumption__emission_class_Euro 6e,energy_consumption__fuel_diesel,energy_consumption__fuel_electric,energy_consumption__fuel_hybrid,energy_consumption__fuel_hybrid - diesel,energy_consumption__fuel_hybrid - petrol,energy_consumption__fuel_petrol,energy_consumption__fuel_petrol super,general_information__brand_audi,general_information__brand_bmw,general_information__brand_ford,general_information__brand_kia,general_information__brand_mercedes,general_information__brand_peugeot,general_information__brand_volkswagen,general_information__brand_volvo
4001,25995.0,-0.25415837508041733,0.2541456667792178,-1.0111500583649125,-0.47839104269130883,-0.06331148925950271,-0.1358314619892741,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4002,24980.0,0.7180219520309162,-1.7025909040628608,0.0034603530597136587,0.61784496398022,-0.08726701464676254,-0.5900265950923291,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4003,23960.0,0.831200503648552,-1.7025909040628608,-0.9265991907461937,0.2524329617563771,-0.09753106839856171,-0.5031446999254569,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4004,20990.0,-0.7999165762005093,0.13434546856439666,0.0034603530597136587,-0.8438030449151518,-0.9805349490914451,-0.18318795807720994,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4005,22950.0,-0.8423108531184297,0.21421226737427743,0.0034603530597136587,-0.8438030449151518,-0.9805349490914451,-0.18318795807720994,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4006,28990.0,0.016690922375268095,0.5935795617212111,0.0034603530597136587,-0.47839104269130883,-0.07026690906765551,-0.13834513080202662,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4007,20990.0,-0.5457416344477591,0.21421226737427743,0.0034603530597136587,-0.8438030449151518,-0.9708510835482969,-0.17793837613806485,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4008,22980.0,0.37941265027261645,0.014545270349575515,0.0034603530597136587,0.61784496398022,-0.06331148925950271,-0.5856978659343511,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4009,14450.0,1.2798006125518675,-0.3648220239973581,0.0034603530597136587,0.9832569662040631,-0.9734294369749218,-0.7909276471887469,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4010,20950.0,-0.9238844168023973,0.054478669754515895,0.0034603530597136587,-0.8438030449151518,-0.9734294369749218,-0.17933609046204363,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4012,34995.0,-0.6196864079408413,0.27411236648168796,-1.0111500583649125,-0.8438030449151518,-0.09753106839856171,0.29548465500550014,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4013,20990.0,-0.6118396523159306,0.21421226737427743,0.0034603530597136587,-0.8438030449151518,-1.0131077707533946,-0.20084554486852488,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4015,22490.0,-1.031504849852388,-0.18512172667512639,0.0034603530597136587,-0.47839104269130883,-0.9805349490914451,-0.467313395344616,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4016,18990.0,-0.26862583076384644,0.054478669754515895,0.0034603530597136587,-0.47839104269130883,-1.0131077707533946,-0.4790851198721593,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4017,29940.0,-1.3853989776717117,0.15431216826686683,1.0180707644843399,-1.2092150471389949,-0.9805349490914451,0.6691883537250083,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4018,15200.0,0.5476274739816398,-0.20508842637759658,0.0034603530597136587,0.61784496398022,-1.014879090230866,-0.757644769770678,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4019,17350.0,-0.3894876639308739,-0.145188327270186,-1.0111500583649125,0.2524329617563771,-0.9805349490914451,-0.6946137451585409,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4020,11490.0,1.2777571866078803,-0.145188327270186,0.0034603530597136587,1.348668968427906,-0.9805349490914451,-0.8224701919288737,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4021,18990.0,1.6066942722313076,0.5336794626138005,-1.0111500583649125,0.9832569662040631,-0.6649430950134112,-0.743147898137726,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4022,19490.0,-0.29859607794232484,0.21421226737427743,0.0034603530597136587,-0.47839104269130883,-0.9734294369749218,-0.4647454836011718,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4023,19490.0,-0.2659012628385302,0.19424556767180723,0.0034603530597136587,-0.47839104269130883,-0.9805349490914451,-0.467313395344616,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4024,19990.0,-0.7794823167606376,0.19424556767180723,0.0034603530597136587,-0.47839104269130883,-1.014879090230866,-0.47972526966192786,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4025,11699.0,1.9960622744382484,-0.12522162756771582,-1.0111500583649125,2.079492972875592,-0.9708510835482969,-0.8640390911311555,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4026,25650.0,-1.242658864064395,0.15431216826686683,0.0034603530597136587,-0.8438030449151518,-0.9805349490914451,-0.18318795807720994,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4027,24490.0,-0.8407850950802526,0.3739458649940389,1.0180707644843399,-0.8438030449151518,-0.9805349490914451,-0.18318795807720994,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4028,34995.0,-0.777357153778891,0.27411236648168796,-1.0111500583649125,-0.8438030449151518,-0.08726701464676254,0.30104875448186913,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4029,21990.0,1.2135391206081771,0.27411236648168796,0.0034603530597136587,0.61784496398022,-0.07026690906765551,-0.5869547003407274,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4030,24490.0,-0.8407850950802526,0.3739458649940389,1.0180707644843399,-0.8438030449151518,-0.9708510835482969,-0.17793837613806485,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4031,24490.0,-0.8407850950802526,0.3739458649940389,1.0180707644843399,-0.8438030449151518,-1.014879090230866,-0.2018057695531777,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4032,32750.0,-0.02341471748538666,0.27411236648168796,0.0034603530597136587,-0.8438030449151518,-0.0996583884331721,0.29433144394709443,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4033,34995.0,-0.7606283067174494,0.27411236648168796,-1.0111500583649125,-0.8438030449151518,-0.07026690906765551,0.31026443873667414,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4034,27490.0,-0.5078428946066105,0.13434546856439666,0.0034603530597136587,-0.8438030449151518,-0.09753106839856171,0.29548465500550014,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4035,19990.0,-0.5410826232954684,0.054478669754515895,0.0034603530597136587,-0.47839104269130883,-0.9805349490914451,-0.467313395344616,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4036,11990.0,0.3307791128057219,-0.145188327270186,-1.0111500583649125,1.348668968427906,-0.9708510835482969,-0.8211577964440875,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4037,18990.0,-0.9772859481385952,0.054478669754515895,0.0034603530597136587,-0.47839104269130883,-0.9734294369749218,-0.4647454836011718,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4039,19990.0,-1.1350384310144044,0.054478669754515895,0.0034603530597136587,-0.8438030449151518,-0.9734294369749218,-0.17933609046204363,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4040,19990.0,-0.486591264789144,0.21421226737427743,0.0034603530597136587,-0.47839104269130883,-0.9805349490914451,-0.467313395344616,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4041,20990.0,-0.44455118170151475,0.21421226737427743,0.0034603530597136587,-0.8438030449151518,-0.9708510835482969,-0.17793837613806485,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4042,17490.0,-0.8680307743334148,0.2341789670767476,1.0180707644843399,-0.47839104269130883,-0.9805349490914451,-0.467313395344616,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4043,22990.0,0.7203923261259413,-1.6826242043603907,1.0180707644843399,0.61784496398022,-0.0996583884331721,-0.5922656986039206,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4044,20990.0,-0.7481497856195011,0.13434546856439666,0.0034603530597136587,-1.2092150471389949,-0.9734294369749218,0.6768920889553409,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4045,22990.0,-0.9336656156542825,0.15431216826686683,0.0034603530597136587,-0.8438030449151518,-0.9734294369749218,-0.17933609046204363,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4047,29490.0,0.6577272638436683,0.2341789670767476,0.0034603530597136587,-0.47839104269130883,-0.08726701464676254,-0.14448892030523003,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4048,22990.0,-1.0042591705992256,0.054478669754515895,0.0034603530597136587,-0.8438030449151518,-1.0131077707533946,-0.20084554486852488,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
