,price_eur,mileage,transmission,energy_consumption__emission_class,energy_consumption__fuel,link,energy_consumption__co2_emissions,general_information__brand,general_information__model,general_information__warranty,vehicle_history__year,model_clean,energy_consumption__fuel_clean,model,brand_rank,emission_rank,fuel_rank,transmission_rank,model_rank,car_age,mileage_per_year,log_mileage,log_mileage_per_year,is_luxury,is_premium,is_modern,age_mileage_interaction,brand_model_interaction
9115,37990,51254.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/35-tfsi-s-line-s-tronic-gar-12-m/id/4892667,134,audi,q3 sportback,12,2023.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,2.0,17084.666666666668,10.844568453217502,9.745995184371466,1,1,0,34169.333333333336,8.476946768613306
9116,27998,9184.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-s-tronic-attraction-full-led-camera-pdc/id/4892790,137,audi,q2,12,2024.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,1.0,4592.0,9.125326997649227,8.432288684325794,1,1,0,4592.0,8.321455489962434
9117,22990,48000.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/35tfsi-sline-stronic-navi-cruise-led-cuir-camera/id/4892003,117,audi,q2,60,2020.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,5.0,8000.0,10.778977123006351,8.987321812850125,1,1,1,40000.0,8.321455489962434
9118,34490,63037.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q3-sportback/35-tfsi-150pk-s-tronic-prestige-navigatie-apple-carplayandroid-auto-parkeersensoren-adaptive-cruise-control-stoelverwarming-ledverlichting-virtual-cockpit-climate-control/id/4892121,148,audi,q3 sportback,0,2021.0,q3 sportback,petrol,q3 sportback,8,8.0,7.0,8,1.0596183460766633,4.0,12607.4,11.051492998140159,9.44211853748273,1,1,1,50429.6,8.476946768613306
9119,18990,127349.0,automatic,Euro 6b,petrol,https://gocar.be/en/cars/audi/q2/14-tfsi-s-tronic-s-line-cockpit-gar-12-m/id/4892702,123,audi,q2,12,2016.0,q2,petrol,q2,8,4.0,7.0,8,1.0401819362453042,9.0,12734.9,11.754694480407602,9.452180056294544,1,1,0,114614.09999999999,8.321455489962434
9122,39990,31750.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/audi/q4-sportback-e-tron/advanced-leder-apple-carplay-40-e-tron-15000-kw/id/4892616,4,audi,q4 sportback e-tron,24,2023.0,q4 sportback,electric,q4 sportback,8,7.0,10.0,8,1.0833385306178673,2.0,10583.333333333334,10.36567949988784,9.267130199377977,1,1,1,21166.666666666668,8.666708244942939
9123,37990,51254.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/35-tfsi-s-line-coupe-gar-12-m/id/4892668,134,audi,q3 sportback,12,2023.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,2.0,17084.666666666668,10.844568453217502,9.745995184371466,1,1,0,34169.333333333336,8.476946768613306
9124,24790,47116.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/q2-35-tfsi-s-tronic/id/4891430,120,audi,q2,0,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,15705.333333333334,10.760389149066027,9.661819307021295,1,1,0,31410.666666666668,8.321455489962434
9126,29990,94864.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q3-sportback/sportbackboite-autogpstoit-ouvrantattache-remorque/id/4890581,134,audi,q3 sportback,12,2022.0,q3 sportback,petrol,q3 sportback,8,8.0,7.0,8,1.0596183460766633,3.0,23716.0,11.460210107298234,10.073947369564895,1,1,1,71148.0,8.476946768613306
9129,39990,22360.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-open-dak-acc-camera-apple-carplay/id/4891352,154,audi,q3 sportback,24,2024.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,1.0,11180.0,10.015073648988146,9.321971188147367,1,1,0,11180.0,8.476946768613306
9130,36344,58482.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/audi/q3-sportback/45-tfsi-e-s-tronic-s-line-drive-select-elektrische-kofferklep-camera/id/4890874,153,audi,q3 sportback,0,2020.0,q3 sportback,hybrid - petrol,q3 sportback,8,5.0,9.0,8,1.0596183460766633,5.0,9747.0,10.976491392697485,9.184817414745098,1,1,0,48735.0,8.476946768613306
9131,38900,48183.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-150-s-tronic-advanced-keyless-heated-seats-safety-assist-pack/id/4890952,0,audi,q2,3,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,16061.0,10.782782294723557,9.684211512748407,1,1,0,32122.0,8.321455489962434
9133,38900,45803.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-150-s-tronic-advanced-keyless-heated-seats-safety-assist-pack/id/4891208,0,audi,q2,3,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,15267.666666666666,10.73212670253323,9.633558077220655,1,1,0,30535.333333333332,8.321455489962434
9135,21998,72973.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-advanced-s-tronic-cuir-navi-cockpit-led/id/4891629,119,audi,q2,12,2020.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,5.0,12162.166666666666,11.197858492305368,9.40616753828429,1,1,0,60810.83333333333,8.321455489962434
9136,33990,13248.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/s-line-35-tfsi-150-pk-s-tronic-camera-cruise-control-apple-carplay/id/4888644,145,audi,q2,36,2024.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,1.0,6624.0,9.491677356868124,8.798605650854423,1,1,0,6624.0,8.321455489962434
9137,23990,83074.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/s-line-extboite-autogpscameracapteurs-avar/id/4888667,122,audi,q2,12,2020.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,5.0,13845.666666666666,11.327499093222794,9.535799808761993,1,1,1,69228.33333333333,8.321455489962434
9138,41990,18428.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-open-dak-trekhaak-acc-camera-apple-carplay/id/4888914,152,audi,q3 sportback,24,2025.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,0.0,18428.0,9.821680789832037,9.821680789832037,1,1,0,0.0,8.476946768613306
9139,41990,10809.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/audi-q3-sportback-s-line-35-tfsi-110150-kwch-s-tronic/id/4889988,162,audi,q3 sportback,24,2025.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,0.0,10809.0,9.288226910633254,9.288226910633254,1,1,0,0.0,8.476946768613306
9140,30990,12939.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/s-line-35-tfsi-150-pk-s-tronic-leder-camera-apple-carplay/id/4888917,135,audi,q2,24,2025.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,0.0,12939.0,9.468078568054892,9.468078568054892,1,1,0,0.0,8.321455489962434
9141,38900,56168.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-150-s-tronic-advanced-keyless-heated-seats-safety-assist-pack/id/4890255,0,audi,q2,3,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,18722.666666666668,10.936120282270263,9.837543599797634,1,1,0,37445.333333333336,8.321455489962434
9143,30990,13151.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/s-line-35-tfsi-150-pk-s-tronic-leder-camera-apple-carplay/id/4888916,135,audi,q2,24,2025.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,0.0,13151.0,9.48432911729596,9.48432911729596,1,1,0,0.0,8.321455489962434
9144,41990,17135.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-open-dak-trekhaak-acc-camera-apple-carplay/id/4888915,152,audi,q3 sportback,24,2025.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,0.0,17135.0,9.74893679268753,9.74893679268753,1,1,0,0.0,8.476946768613306
9145,25890,76104.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/audi/e-tron/e-tron-50-quattro-launch-edition-plus-71-kwh-panoramadak-navigatie-apple-carplayandroid-auto-parkeersensoren-adaptive-cruise-control-memory-stoelen-leder-stoelverwarming-climate-control/id/4889805,0,audi,e-tron,0,2020.0,e-tron,electric,e-tron,8,7.0,10.0,8,1.093838384109564,5.0,12684.0,11.239869244713768,9.448175472033382,1,1,1,63420.0,8.750707072876512
9148,28995,88305.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q3-sportback/busattraction-35-15tfsi-s-tronic-sportback-busattraction-35-15tfsi-s-tronic-gps-carplay-lederalcantara-camera-pdc-cruise-alu-18/id/4887223,149,audi,q3 sportback,0,2022.0,q3 sportback,petrol,q3 sportback,8,8.0,7.0,8,1.0596183460766633,3.0,22076.25,11.38856333445342,10.002302945532948,1,1,1,66228.75,8.476946768613306
9150,43990,8314.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/sq2-20-tfsi-300-pk-quattro-s-tronic/id/4887831,195,audi,q2,36,2025.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,0.0,8314.0,9.025816391627028,9.025816391627028,1,1,0,0.0,8.321455489962434
9151,24890,79191.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-150pk-s-tronic-prestige-navigatie-apple-carplayandroid-auto-camera-parkeersensoren-adaptive-cruise-control-stoelverwarming-climatronic/id/4887825,138,audi,q2,0,2021.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,4.0,15838.2,11.279630562599642,9.670243159042489,1,1,1,63352.8,8.321455489962434
9155,21750,40370.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/audi/q2/q2-35-tfsi-s-tronic-sport-nieuwstaatledcamera/id/4886007,116,audi,q2,0,2021.0,q2,petrol,q2,8,7.0,7.0,8,1.0401819362453042,4.0,8074.0,10.605866984409651,8.996528148090857,1,1,1,32296.0,8.321455489962434
9156,31500,185854.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/audi/e-tron/e-tron-sportback-s-quattro-509pk/id/4887036,0,audi,e-tron,0,2021.0,e-tron,electric,e-tron,8,7.0,10.0,8,1.093838384109564,4.0,37170.8,12.132722078780242,10.52330568826891,1,1,1,148683.2,8.750707072876512
9157,21599,48071.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-design/id/4886483,126,audi,q2,12,2019.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,6.0,6867.285714285715,10.780455166013764,8.834669821950813,1,1,0,41203.71428571429,8.321455489962434
9158,39990,15515.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-open-dak-trekhaak-acc-camera-apple-carplay/id/4886845,154,audi,q3 sportback,24,2024.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,1.0,7757.5,9.649627028559857,8.956544295523539,1,1,0,7757.5,8.476946768613306
9159,41990,13950.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-open-dak-trekhaak-acc-camera-apple-carplay/id/4886846,152,audi,q3 sportback,24,2025.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,0.0,13950.0,9.543306469268108,9.543306469268108,1,1,0,0.0,8.476946768613306
9160,29995,65077.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/audi/e-tron/e-tron-sportback-50-quattro-s-line-bo-acc/id/4883407,0,audi,e-tron,0,2020.0,e-tron,electric,e-tron,8,7.0,10.0,8,1.093838384109564,5.0,10846.166666666666,11.083341829453257,9.291659188153728,1,1,1,54230.83333333333,8.750707072876512
9162,31995,43697.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/audi/q3-sportback/45-tfsie-s-tronic-verwarmd-leder-camera/id/4882882,120,audi,q3 sportback,12,2021.0,q3 sportback,hybrid - petrol,q3 sportback,8,8.0,9.0,8,1.0596183460766633,4.0,8739.4,10.68505761344597,9.075711234192712,1,1,1,34957.6,8.476946768613306
9163,29995,65077.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/audi/e-tron/e-tron-sportback-50-quattro-s-line-bo-acc/id/4883743,0,audi,e-tron,11,2020.0,e-tron,electric,e-tron,8,7.0,10.0,8,1.093838384109564,5.0,10846.166666666666,11.083341829453257,9.291659188153728,1,1,1,54230.83333333333,8.750707072876512
9164,20999,62000.0,automatic,Euro 6b,petrol,https://gocar.be/en/cars/audi/q2/q2s-linetoit-ouvrantxenon/id/4882873,120,audi,q2,0,2019.0,q2,petrol,q2,8,4.0,7.0,8,1.0401819362453042,6.0,8857.142857142857,11.034905792929415,9.089092411824632,1,1,0,53142.857142857145,8.321455489962434
9165,31995,43697.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/audi/q3-sportback/45-tfsie-s-tronic-verwarmd-leder-camera/id/4882885,120,audi,q3 sportback,12,2021.0,q3 sportback,hybrid - petrol,q3 sportback,8,8.0,9.0,8,1.0596183460766633,4.0,8739.4,10.68505761344597,9.075711234192712,1,1,1,34957.6,8.476946768613306
9168,32490,32574.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/audi/e-tron/55-quattro-business-led-gps-pdc-keyless-bose-blis-acc-trekhaak/id/4881935,0,audi,e-tron,12,2020.0,e-tron,electric,e-tron,8,7.0,10.0,8,1.093838384109564,5.0,5429.0,10.391300401993046,8.599694412927981,1,1,1,27145.0,8.750707072876512
9169,39990,61321.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/audi/q3-sportback/phev-sportback-45-tfsie-phev-s-line-s-tronic-180-kw/id/4882046,42,audi,q3 sportback,24,2021.0,q3 sportback,hybrid - petrol,q3 sportback,8,8.0,9.0,8,1.0596183460766633,4.0,12264.2,11.023893948239907,9.414521263123032,1,1,1,49056.8,8.476946768613306
9171,31995,23093.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/s-line-15tsi-s-tronic-s-line-15tsi-s-tronic-gps-leder-camera-pdc-cruise-alu-17/id/4881439,136,audi,q2,0,2024.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,1.0,11546.5,10.047328122511802,9.35422424230476,1,1,0,11546.5,8.321455489962434
9172,24499,51972.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-150cv-s-tronic-navi-full-led-pdc-av-ar/id/4881766,134,audi,q2,12,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,17324.0,10.858479631947358,9.759905824058103,1,1,0,34648.0,8.321455489962434
9173,24990,45682.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/q2-35-tfsi-advanced-s-tronic/id/4881774,120,audi,q2,0,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,15227.333333333334,10.729481516429123,9.630913006764612,1,1,0,30454.666666666668,8.321455489962434
9174,39990,29894.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-open-dak-acc-camera-apple-carplay/id/4882119,154,audi,q3 sportback,24,2024.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,1.0,14947.0,10.305446521315005,9.612332790605375,1,1,0,14947.0,8.476946768613306
9175,30990,10083.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/s-line-35-tfsi-150-pk-s-tronic-leder-camera-apple-carplay/id/4882117,135,audi,q2,24,2025.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,0.0,10083.0,9.21870528830781,9.21870528830781,1,1,0,0.0,8.321455489962434
9177,35490,15263.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/business-edition-attraction-35tfsi-110kw150cv-s-tronic-my-way-selection/id/4881025,1,audi,q3 sportback,12,2024.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,1.0,7631.5,9.633252393688068,8.940170724609033,1,1,0,7631.5,8.476946768613306
9178,34950,38377.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/audi/q3-sportback/45-tfsie-leer-blind-spot-navi/id/4880669,32,audi,q3 sportback,12,2023.0,q3 sportback,hybrid - petrol,q3 sportback,8,8.0,9.0,8,1.0596183460766633,2.0,12792.333333333334,10.555239657729688,9.456679480893582,1,1,1,25584.666666666668,8.476946768613306
9179,33990,72817.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q3-sportback/35-tfsi-s-line-panocameracarplayled/id/4880686,160,audi,q3 sportback,12,2023.0,q3 sportback,petrol,q3 sportback,8,8.0,7.0,8,1.0596183460766633,2.0,24272.333333333332,11.195718456370107,10.097133633061315,1,1,1,48544.666666666664,8.476946768613306
9181,23490,51200.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/q2-35-tfsi-advanced-s-tronic/id/4879388,120,audi,q2,0,2022.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,3.0,12800.0,10.843514342086866,9.45727857185611,1,1,0,38400.0,8.321455489962434
9183,28490,29283.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-s-line-zetelverwarming-camera-led/id/4879372,135,audi,q2,0,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,9761.0,10.284796570766533,9.186252576447092,1,1,0,19522.0,8.321455489962434
9184,22750,52063.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/audi-q2-sport-35-tfsi-110150-kwpk-s-tronic/id/4879617,153,audi,q2,24,2020.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,5.0,8677.166666666666,10.860229010018765,9.068565571828014,1,1,1,43385.83333333333,8.321455489962434
9185,24499,50002.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-150cv-s-tronic-navi-full-led-pdc-av-ar/id/4879192,136,audi,q2,12,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,16667.333333333332,10.819838282610355,9.721265990742507,1,1,0,33334.666666666664,8.321455489962434
9186,39490,32213.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-open-dak-acc-camera-apple-carplay/id/4878974,154,audi,q3 sportback,24,2024.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,1.0,16106.5,10.380156419650625,9.687040281012797,1,1,0,16106.5,8.476946768613306
9187,30990,4444.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/s-line-35-tfsi-150-pk-s-tronic-leder-camera-apple-carplay/id/4878975,135,audi,q2,24,2025.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,0.0,4444.0,8.399535147948004,8.399535147948004,1,1,0,0.0,8.321455489962434
9188,24590,48823.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/q2-35-tfsi-358eurx84m/id/4879148,117,audi,q2,0,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,16274.333333333334,10.795977274224331,9.697405948177835,1,1,0,32548.666666666668,8.321455489962434
9189,23990,60696.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-business-edition-s-line-s-tr/id/4879459,139,audi,q2,24,2021.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,4.0,12139.2,11.013649552432474,9.404277538942367,1,1,1,48556.8,8.321455489962434
9190,27990,24457.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/business-edition-advanced-s-tronic-35-tfsi-150pk/id/4879081,120,audi,q2,0,2023.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,2.0,8152.333333333333,10.104712639749316,9.006182120573053,1,1,1,16304.666666666666,8.321455489962434
9191,28490,28868.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-s-line-zetelverwarming-camera-led/id/4879373,138,audi,q2,0,2023.0,q2,petrol,q2,8,7.0,7.0,8,1.0401819362453042,2.0,9622.666666666666,10.27052363402451,9.171980621421548,1,1,1,19245.333333333332,8.321455489962434
9192,23490,58631.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/audi-q2-s-line-35-tfsi-110150-kwpk-s-tronic/id/4879461,139,audi,q2,24,2021.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,4.0,11726.2,10.979035901605686,9.369666208975822,1,1,1,46904.8,8.321455489962434
9194,32900,8000.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/s-line-toit-panocarplaycuir-tvac/id/4877747,118,audi,q2,36,2025.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,0.0,8000.0,8.987321812850125,8.987321812850125,1,1,0,0.0,8.321455489962434
9195,37750,68699.0,automatic,Euro 6,electric,https://gocar.be/en/cars/audi/e-tron/e-tron-95-kwh-55-sportrback-quattro-s-line/id/4878625,0,audi,e-tron,12,2022.0,e-tron,electric,e-tron,8,5.0,10.0,8,1.093838384109564,3.0,17174.75,11.13750447821044,9.751253784259395,1,1,0,51524.25,8.750707072876512
9197,41900,36463.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/audi/q3-sportback/phev-audi-q3-sportback-s-line-45-tfsi-e-180245-kwpk-s-tronic/id/4878424,31,audi,q3 sportback,24,2023.0,q3 sportback,hybrid - petrol,q3 sportback,8,8.0,9.0,8,1.0596183460766633,2.0,12154.333333333334,10.504080751485466,9.40552330993104,1,1,1,24308.666666666668,8.476946768613306
9199,41850,89000.0,automatic,Euro 6,electric,https://gocar.be/en/cars/audi/e-tron/q8-55-sportback-quattro-s-line-pano-leder/id/4878381,120,audi,e-tron,0,2021.0,e-tron,electric,e-tron,8,5.0,10.0,8,1.093838384109564,4.0,17800.0,11.39640288460621,9.787009914477434,1,1,0,71200.0,8.750707072876512
9200,37750,62000.0,automatic,Euro 6,electric,https://gocar.be/en/cars/audi/q4-sportback-e-tron/q4-40-s-line-pano-leder-headup/id/4878374,120,audi,q4 sportback e-tron,0,2021.0,q4 sportback,electric,q4 sportback,8,5.0,10.0,8,1.0833385306178673,4.0,12400.0,11.034905792929415,9.425532393502772,1,1,0,49600.0,8.666708244942939
9203,24990,44587.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/q2-35-tfsi-s-tronic/id/4877543,120,audi,q2,0,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,14862.333333333334,10.705220043509515,9.606652608953413,1,1,0,29724.666666666668,8.321455489962434
9204,25790,46032.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/q2-35-tfsi-sport-edition-s-tronic/id/4877551,120,audi,q2,0,2023.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,2.0,15344.0,10.73711380957344,9.638544967053836,1,1,1,30688.0,8.321455489962434
9205,25290,40500.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/q2-35-tfsi-s-tronic/id/4877584,120,audi,q2,0,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,13500.0,10.609081944147828,9.510519035757246,1,1,0,27000.0,8.321455489962434
9206,24990,44139.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/q2-35-tfsi-s-tronic/id/4877578,120,audi,q2,0,2023.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,2.0,14713.0,10.695121679810727,9.59655470049221,1,1,1,29426.0,8.321455489962434
9207,25790,47448.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/q2-35-tfsi-sport-edition-s-tronic/id/4877587,120,audi,q2,0,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,15816.0,10.767410729000401,9.668840589963489,1,1,0,31632.0,8.321455489962434
9209,33500,56085.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/audi/q3-sportback/phev-45-tfsie-hybrid-245-pk-s-tronic-automaat/id/4877209,33,audi,q3 sportback,12,2021.0,q3 sportback,hybrid - petrol,q3 sportback,8,8.0,9.0,8,1.0596183460766633,4.0,11217.0,10.934641505999714,9.325274910068282,1,1,1,44868.0,8.476946768613306
9210,34990,6609.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/s-line-35-tfsi-150-pk-s-tronic-automaat/id/4876207,144,audi,q2,36,2024.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,1.0,3304.5,8.796338932845732,8.103343026773633,1,1,0,3304.5,8.321455489962434
9211,25790,46080.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/q2-35-tfsi-sport-edition-s-tronic/id/4875920,120,audi,q2,0,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,15360.0,10.73815599652319,9.639587108749145,1,1,0,30720.0,8.321455489962434
9214,37990,71750.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/audi/e-tron/sportback-s-line2j-garantie408pkcamerakeylessnappaledercarplaydabgpstopwaybe/id/4875653,1,audi,e-tron,24,2021.0,e-tron,electric,e-tron,8,7.0,10.0,8,1.093838384109564,4.0,14350.0,11.180957070806974,9.571574905170932,1,1,1,57400.0,8.750707072876512
9216,32990,93082.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/audi/e-tron/2j-garantiegrote-batterij408pkhudcameratrekhaakdabcarplaykeylessbo22kwchargetopwaybe/id/4875649,1,audi,e-tron,24,2021.0,e-tron,electric,e-tron,8,7.0,10.0,8,1.093838384109564,4.0,18616.4,11.441246847236334,9.831851906279923,1,1,1,74465.6,8.750707072876512
9217,28999,11885.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-advanced/id/4875809,140,audi,q2,12,2022.0,q2,petrol,q2,8,7.0,7.0,8,1.0401819362453042,3.0,2971.25,9.383116515926606,7.997074520738654,1,1,1,8913.75,8.321455489962434
9218,39990,6117.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q3-sportback/sportback-s-lineboite-autogarantie052029/id/4874913,153,audi,q3 sportback,12,2024.0,q3 sportback,petrol,q3 sportback,8,8.0,7.0,8,1.0596183460766633,1.0,3058.5,8.718990524710849,8.026006782902595,1,1,1,3058.5,8.476946768613306
9219,29950,13922.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-s-line-s-tronicnavicuirgarantie-12mois/id/4874527,120,audi,q2,12,2025.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,0.0,13922.0,9.541297427909285,9.541297427909285,1,1,0,0.0,8.321455489962434
9221,25990,43746.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/q2-35-tfsi-sport-s-tronic/id/4874245,120,audi,q2,0,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,14582.0,10.68617831800606,9.587611745713565,1,1,0,29164.0,8.321455489962434
