,price_eur,mileage,transmission,energy_consumption__emission_class,energy_consumption__fuel,link,energy_consumption__co2_emissions,general_information__brand,general_information__model,general_information__warranty,vehicle_history__year,model_clean,energy_consumption__fuel_clean,model,brand_rank,emission_rank,fuel_rank,transmission_rank,model_rank,car_age,mileage_per_year,log_mileage,log_mileage_per_year,is_luxury,is_premium,is_modern,age_mileage_interaction,brand_model_interaction
3720,34995,20404.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan-allspace/life-15tsi-dsg-7pl-life-15tsi-dsg-7pl-gps-pdc-cruise-acc-alu/id/4822995,162,volkswagen,tiguan allspace,0,2024.0,tiguan allspace,petrol,tiguan allspace,6,5.0,7.0,8,1.0493613994547253,1.0,10202.0,9.923535247839906,9.230437073675304,0,1,0,10202.0,6.296168396728351
3723,39930,10866.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id5/id5-gtx-4motion-pano-daktrekhfabrieksgarantie/id/4821674,0,volkswagen,id5,14,2024.0,id5,electric,id5,6,7.0,10.0,8,1.0693245546997623,1.0,5433.0,9.293485953062852,8.600430789986293,0,1,1,5433.0,6.415947328198573
3724,37990,11739.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id5/pro-performance-150-kw-204-pk-77-kwh/id/4822112,0,volkswagen,id5,12,2024.0,id5,electric,id5,6,7.0,10.0,8,1.0693245546997623,1.0,5869.5,9.370757093382087,8.677695088070266,0,1,1,5869.5,6.415947328198573
3725,19990,80467.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-58kwhnavidiscoverproledfrontassist/id/4821876,125,volkswagen,id3,12,2022.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,3.0,20116.75,11.295614868848462,9.909357788934498,0,1,1,60350.25,6.314363365705859
3726,40990,18930.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/pro-77-kwh-286-pk-acc-camera-apple-carplay/id/4822383,0,volkswagen,id4,12,2024.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,1.0,9465.0,9.84855606900991,9.155461710466193,0,1,1,9465.0,6.381874115289538
3727,24450,84703.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/life-77-kwh-auto-navigatie-apple-carplayandroid-auto-adaptive-cruise-control-camera-parkeersensoren-stoel-en-stuurverwarming-full-led-climate-control-lichtmetalen-velgen/id/4820923,0,volkswagen,id4,0,2021.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,4.0,16940.6,11.346918105026829,9.737527414749373,0,1,1,67762.4,6.381874115289538
3733,37990,21191.0,automatic,Euro 6d,electric,https://gocar.be/en/cars/volkswagen/id4/pro-174-pk-77-kwh/id/4812669,0,volkswagen,id4,12,2024.0,id4,electric,id4,6,8.0,10.0,8,1.0636456858815897,1.0,10595.5,9.961379030951905,9.26827903689663,0,1,1,10595.5,6.381874115289538
3734,41990,25000.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/pro-sport-edition-77-kwh-210-kw-286-ch/id/4812686,0,volkswagen,id4,12,2025.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,0.0,25000.0,10.12667110305036,10.12667110305036,0,1,1,0.0,6.381874115289538
3735,39990,7800.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/pro-business/id/4814153,0,volkswagen,id4,12,2025.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,0.0,7800.0,8.962007209588313,8.962007209588313,0,1,1,0.0,6.381874115289538
3740,23900,140000.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan-allspace/15-tsi-comfortline-dsgtvapanocarnetgarantie/id/4811797,140,volkswagen,tiguan allspace,12,2019.0,tiguan allspace,petrol,tiguan allspace,6,8.0,7.0,8,1.0493613994547253,6.0,20000.0,11.849404844423074,9.90353755128617,0,1,0,120000.0,6.296168396728351
3744,33990,30800.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id5/pro-77-kwh-128-kw-174-pk-1-versnelling/id/4810963,2,volkswagen,id5,24,2023.0,id5,electric,id5,6,7.0,10.0,8,1.0693245546997623,2.0,10266.666666666666,10.335302435967074,9.236755078147633,0,1,1,20533.333333333332,6.415947328198573
3745,42300,39978.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id7/pro-210-kw-286-ps-77-kwh-1-speed-automatic-transmission/id/4809935,0,volkswagen,id7,12,2023.0,id7,electric,id7,6,7.0,10.0,8,1.0865464691150306,2.0,13326.0,10.59610959523532,9.497547331579726,0,1,1,26652.0,6.519278814690184
3747,38990,1589.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-performance-business-59-kwh-150-kw-204-pk-demo/id/4808061,1,volkswagen,id3,12,2025.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,0.0,1589.0,7.371489295214277,7.371489295214277,0,1,1,0.0,6.314363365705859
3748,27490,67454.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/volkswagen/tiguan-allspace/highline-15-tsi-150-pk-dsg-7-leder-open-dak-acc-camera-360/id/4808232,172,volkswagen,tiguan allspace,12,2020.0,tiguan allspace,petrol,tiguan allspace,6,7.0,7.0,8,1.0493613994547253,5.0,11242.333333333334,11.119215987872918,9.327530639387586,0,1,1,56211.66666666667,6.296168396728351
3749,31990,147.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-active-pro-performance-62kwh/id/4808155,0,volkswagen,id3,12,2023.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,2.0,49.0,4.997212273764115,3.912023005428146,0,1,1,98.0,6.314363365705859
3750,37990,21278.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan-allspace/tiguan-allspace-7p-15tsi-life-150pk-automaat7-zitapp-connectzetelverwarmingblthadaptive-cruisedigital-dashboard/id/4806516,1,volkswagen,tiguan allspace,12,2024.0,tiguan allspace,petrol,tiguan allspace,6,5.0,7.0,8,1.0493613994547253,1.0,10639.0,9.965475949870196,9.272375762895635,0,1,0,10639.0,6.296168396728351
3752,36990,15150.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/van/volkswagen/idbuzz-cargo/new-id-cargo-nwb-150-kw-77-kwh-1-gang-automatik/id/4806380,0,volkswagen,idbuzz cargo,12,2022.0,idbuzz cargo,electric,idbuzz cargo,6,7.0,10.0,8,1.0741857809230666,3.0,3787.5,9.625821815359835,8.239725441371428,0,1,1,11362.5,6.4451146855384
3754,28990,56291.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-performance-business-58-kwh-204-pk/id/4803670,0,volkswagen,id3,12,2023.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,2.0,18763.666666666668,10.938307708116458,9.839730947844423,0,1,1,37527.333333333336,6.314363365705859
3755,29990,31088.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-performance-58-kwh-204-pk/id/4803671,0,volkswagen,id3,12,2023.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,2.0,10362.666666666666,10.344609337852328,9.246061378550595,0,1,1,20725.333333333332,6.314363365705859
3758,34990,22000.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id5/pro-77-kwh-128-kw-174-pk-1-versnelling/id/4802327,0,volkswagen,id5,24,2023.0,id5,electric,id5,6,7.0,10.0,8,1.0693245546997623,2.0,7333.333333333333,9.99884318585288,8.900321798012031,0,1,1,14666.666666666666,6.415947328198573
3759,30500,49519.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan-allspace/tiguan-allspace-15-tsi-opf-dsg-highline/id/4801685,134,volkswagen,tiguan allspace,12,2021.0,tiguan allspace,petrol,tiguan allspace,6,8.0,7.0,8,1.0493613994547253,4.0,9903.8,10.810131907358478,9.200774767106482,0,1,1,39615.2,6.296168396728351
3762,35990,29547.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id5/pro-performance-77-kwh-204-pk/id/4799372,0,volkswagen,id5,12,2024.0,id5,electric,id5,6,7.0,10.0,8,1.0693245546997623,1.0,14773.5,10.293771338648629,9.600658000754134,0,1,1,14773.5,6.415947328198573
3763,25000,28522.0,automatic,Euro 6d,electric,https://gocar.be/en/cars/volkswagen/id4/pure-gps-xenon-app-connect/id/4799462,125,volkswagen,id4,12,2022.0,id4,electric,id4,6,8.0,10.0,8,1.0636456858815897,3.0,7130.5,10.258466058337035,8.872276869963477,0,1,1,21391.5,6.381874115289538
3764,25749,63273.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/pro-performance-life-77-kwh-150-kw-204-ch-1-vitesse/id/4798351,1,volkswagen,id4,12,2021.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,4.0,12654.6,11.055229781258411,9.44585508394539,0,1,1,50618.4,6.381874115289538
3766,44290,10000.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/business-sport-camera-360gpscarplaysieges-elec/id/4798401,0,volkswagen,id4,12,2025.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,0.0,10000.0,9.210440366976517,9.210440366976517,0,1,1,0.0,6.381874115289538
3768,33990,19982.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan-allspace/tiguan-allspace-15-tsi-7pl-opf-dsg/id/4796830,125,volkswagen,tiguan allspace,0,2024.0,tiguan allspace,petrol,tiguan allspace,6,5.0,7.0,8,1.0493613994547253,1.0,9991.0,9.90263719108129,9.209540051805414,0,1,0,9991.0,6.296168396728351
3769,41990,30000.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-s-business-4-places-77-kwh-150-kw-204-ch-1-vitesses/id/4795898,0,volkswagen,id3,12,2023.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,2.0,10000.0,10.308985993422082,9.210440366976517,0,1,1,20000.0,6.314363365705859
3771,29490,85000.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id5/pro-performance-150-kw-204-ps-1-speed-automatic-transmission/id/4795258,0,volkswagen,id5,12,2022.0,id5,electric,id5,6,7.0,10.0,8,1.0693245546997623,3.0,21250.0,11.350418300109132,9.96415923206886,0,1,1,63750.0,6.415947328198573
3772,30999,61154.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan-allspace/15-tsi-benzine-automaat-7-zit-nav-led-garantie/id/4793926,134,volkswagen,tiguan allspace,12,2022.0,tiguan allspace,petrol,tiguan allspace,6,8.0,7.0,8,1.0493613994547253,3.0,15288.5,11.021166903921463,9.634921597276577,0,1,1,45865.5,6.296168396728351
3773,27990,17028.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-life-business-58-kwh-150-kw-204-pk-1-versnellingen/id/4794024,0,volkswagen,id3,12,2023.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,2.0,5676.0,9.742673052026605,8.644178203170727,0,1,1,11352.0,6.314363365705859
3774,42490,31141.0,automatic,Euro 6d,electric,https://gocar.be/en/cars/volkswagen/idbuzz-cargo/77-kwh-cargo-150kw-fullgarantie-35116eurh/id/4792369,125,volkswagen,idbuzz cargo,12,2024.0,idbuzz cargo,electric,idbuzz cargo,6,8.0,10.0,8,1.0741857809230666,1.0,15570.5,10.34631266940137,9.653197599301409,0,1,1,15570.5,6.4451146855384
3775,43865,12200.0,automatic,Euro 6,electric,https://gocar.be/en/van/volkswagen/idbuzz-cargo/id-cargo-parkeerass-navigatie-scheidingswand/id/4788576,125,volkswagen,idbuzz cargo,12,2023.0,idbuzz cargo,electric,idbuzz cargo,6,5.0,10.0,8,1.0741857809230666,2.0,4066.6666666666665,9.409273194575334,8.31082481346373,0,1,0,8133.333333333333,6.4451146855384
3776,37249,22500.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-business-58-kwh-150-kw-204-ch-1-vitesses/id/4787808,0,volkswagen,id3,12,2023.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,2.0,7500.0,10.021315031649332,8.922791623969637,0,1,1,15000.0,6.314363365705859
3777,41750,25427.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id5/pro-performance-77-kwh-panoramisch-dak-360-sensoren-camera-zetelverwarming-elektrische-zetels-met-geheugenfu/id/4787358,0,volkswagen,id5,12,2023.0,id5,electric,id5,6,7.0,10.0,8,1.0693245546997623,2.0,8475.666666666666,10.1436062080563,9.045072569748056,0,1,1,16951.333333333332,6.415947328198573
3778,34990,34361.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan-allspace/life-15-tsi-150-pk-dsg-7-acc-camera-apple-carplay/id/4783389,161,volkswagen,tiguan allspace,12,2023.0,tiguan allspace,petrol,tiguan allspace,6,8.0,7.0,8,1.0493613994547253,2.0,11453.666666666666,10.444706581621912,9.346152495089838,0,1,1,22907.333333333332,6.296168396728351
3780,30990,8000.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-52-kwh-pure/id/4780798,0,volkswagen,id3,12,2025.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,0.0,8000.0,8.987321812850125,8.987321812850125,0,1,1,0.0,6.314363365705859
3781,30990,8600.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-52-kwh-pure/id/4780803,0,volkswagen,id3,12,2025.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,0.0,8600.0,9.059633754551479,9.059633754551479,0,1,1,0.0,6.314363365705859
3782,29490,34935.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-life-business-58-kwh-204-pk-acc-pdc-apple-carplay/id/4779502,0,volkswagen,id3,12,2023.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,2.0,11645.0,10.461273095165398,9.362718052397065,0,1,1,23290.0,6.314363365705859
3783,37990,1589.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-performance-business-59-kwh-150-kw-204-pk-demo/id/4779515,1,volkswagen,id3,12,2025.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,0.0,1589.0,7.371489295214277,7.371489295214277,0,1,1,0.0,6.314363365705859
3787,32990,12300.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-performance-business-59-kwh-150-kw-204-pk/id/4776875,0,volkswagen,id3,12,2025.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,0.0,12300.0,9.417435838868785,9.417435838868785,0,1,1,0.0,6.314363365705859
3791,31990,34493.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-performance-business-58-kwh-150-kw-204-ch/id/4775158,0,volkswagen,id3,24,2024.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,1.0,17246.5,10.448540674851346,9.755422484420263,0,1,1,17246.5,6.314363365705859
3793,43990,8500.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/pro-sport-edition-77-kwh-210-kw-286-ch/id/4773449,0,volkswagen,id4,12,2025.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,0.0,8500.0,9.04793908261736,9.04793908261736,0,1,1,0.0,6.381874115289538
3794,25990,72832.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-s-204-pk-77-kwh-acc-camera-360-apple-carplay/id/4773457,1,volkswagen,id3,12,2021.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,4.0,14566.4,11.19592442818016,9.586541434397821,0,1,1,58265.6,6.314363365705859
3799,44500,51190.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan-allspace/15tsi-r-line-dsg/id/4768510,1,volkswagen,tiguan allspace,12,2023.0,tiguan allspace,petrol,tiguan allspace,6,5.0,7.0,8,1.0493613994547253,2.0,17063.333333333332,10.843319014326264,9.744745794262629,0,1,0,34126.666666666664,6.296168396728351
3801,40990,44361.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/pro77-kwh-210-kw-286-ch-1-vitesses/id/4765507,0,volkswagen,id4,24,2024.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,1.0,22180.5,10.700138526110734,10.007013887111793,0,1,1,22180.5,6.381874115289538
3802,40490,5000.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-performance-58-kwh-150-kw-204-ch-1-vitesses/id/4766027,0,volkswagen,id3,12,2025.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,0.0,5000.0,8.517393171418904,8.517393171418904,0,1,1,0.0,6.314363365705859
3805,40490,5000.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-performance-58-kwh-150-kw-204-ch-1-vitesses/id/4766030,0,volkswagen,id3,12,2025.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,0.0,5000.0,8.517393171418904,8.517393171418904,0,1,1,0.0,6.314363365705859
3807,40990,25832.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/pro77-kwh-210-kw-286-ch-1-vitesses/id/4764639,0,volkswagen,id4,12,2024.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,1.0,12916.0,10.159408023364275,9.466299552232016,0,1,1,12916.0,6.381874115289538
3808,34999,10000.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-performance-58-kwh-150-kw-204-ch-1-vitesses/id/4765028,0,volkswagen,id3,12,2023.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,2.0,3333.3333333333335,9.210440366976517,8.11202803831707,0,1,1,6666.666666666667,6.314363365705859
3810,34950,93000.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan-allspace/20-tsi-4-motion-dsg-7-placesr-linegarantie/id/4763058,159,volkswagen,tiguan allspace,12,2022.0,tiguan allspace,petrol,tiguan allspace,6,5.0,7.0,8,1.0493613994547253,3.0,23250.0,11.440365524765756,10.054103420843255,0,1,0,69750.0,6.296168396728351
3812,33495,71369.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan-allspace/15-tsi-dsg-15-tsi-dsg-7pl-gps-carplay-pdc-cruise-alu-trekhaak/id/4759572,166,volkswagen,tiguan allspace,0,2021.0,tiguan allspace,petrol,tiguan allspace,6,8.0,7.0,8,1.0493613994547253,4.0,14273.8,11.175632891965114,9.566251023918182,0,1,1,57095.2,6.296168396728351
3813,28895,76056.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/77-kwh-pro-life-adaptive-cruise-trekhaak/id/4759160,125,volkswagen,id4,0,2021.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,4.0,15211.2,11.239238338159014,9.629853016476842,0,1,1,60844.8,6.381874115289538
3814,29990,43683.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-performance-58-kwh-204-pk/id/4757982,0,volkswagen,id3,12,2023.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,2.0,14561.0,10.684737181317619,9.586170674954657,0,1,1,29122.0,6.314363365705859
3816,36990,6408.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/pro-performance-77-kwh-150-kw-204-ch/id/4757866,0,volkswagen,id4,12,2023.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,2.0,2136.0,8.765458531504226,7.667158255319148,0,1,1,4272.0,6.381874115289538
3818,25990,39499.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-performance-58-kwh-150-kw-204-ch/id/4756935,0,volkswagen,id3,12,2023.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,2.0,13166.333333333334,10.584055950889214,9.485494293850694,0,1,1,26332.666666666668,6.314363365705859
3820,44990,13787.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/van/volkswagen/idbuzz-cargo/id-150-kw-204-ch-77-kwh-rwd-empattement-2989-mm-nwb/id/4752957,1,volkswagen,idbuzz cargo,12,2023.0,idbuzz cargo,electric,idbuzz cargo,6,7.0,10.0,8,1.0741857809230666,2.0,4595.666666666667,9.531553927636756,8.433086682119239,0,1,1,9191.333333333334,6.4451146855384
3821,44990,17800.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id7/pro-business-77-kwh-210-kw-286-pk/id/4751632,0,volkswagen,id7,12,2025.0,id7,electric,id7,6,7.0,10.0,8,1.0865464691150306,0.0,17800.0,9.787009914477434,9.787009914477434,0,1,1,0.0,6.519278814690184
3822,36970,26747.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id5/pro-performance-77-kwh-150-kw-204-pk-elek-koffer-stuur-en-zetelverwarming/id/4751832,0,volkswagen,id5,12,2024.0,id5,electric,id5,6,7.0,10.0,8,1.0693245546997623,1.0,13373.5,10.19421498317387,9.50110518788787,0,1,1,13373.5,6.415947328198573
3823,27990,36519.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-performance-58-kwh-204-pk-acc-camera-apple-carplay/id/4749205,0,volkswagen,id3,12,2023.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,2.0,12173.0,10.505615334708905,9.40705780905387,0,1,1,24346.0,6.314363365705859
3825,40990,27550.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/pro-77-kwh-286-pk-acc-camera-apple-carplay/id/4746407,0,volkswagen,id4,12,2024.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,1.0,13775.0,10.22379411156297,9.530683226667511,0,1,1,13775.0,6.381874115289538
3828,42990,54359.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/multivan/t7-long-15-tsi-136-pk-dsg-7-camera-cruise-control-apple-carplay/id/4743765,181,volkswagen,multivan,12,2023.0,multivan,petrol,multivan,6,8.0,7.0,8,1.099407167243165,2.0,18119.666666666668,10.90338386826508,9.804808370678817,0,1,1,36239.333333333336,6.596443003458989
3830,43865,12200.0,automatic,Euro 6,electric,https://gocar.be/en/van/volkswagen/idbuzz-cargo/id-parkeerass-navigatie-scheidingswand/id/4740981,125,volkswagen,idbuzz cargo,12,2023.0,idbuzz cargo,electric,idbuzz cargo,6,5.0,10.0,8,1.0741857809230666,2.0,4066.6666666666665,9.409273194575334,8.31082481346373,0,1,0,8133.333333333333,6.4451146855384
3831,40990,19471.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/pro-77-kwh-286-pk-acc-camera-apple-carplay/id/4741087,0,volkswagen,id4,12,2024.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,1.0,9735.5,9.876732815227308,9.183636989141633,0,1,1,9735.5,6.381874115289538
3832,38990,28212.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/pro-performance-77-kwh-204-pk-acc-camera-360-apple-carplay/id/4741092,0,volkswagen,id4,12,2023.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,2.0,9404.0,10.24753814360942,9.14899674173513,0,1,1,18808.0,6.381874115289538
3833,33995,4479.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan-allspace/20-tsi-dsg-20-tsi-dsg-carplay-leder-camera-cruise-alu/id/4741357,243,volkswagen,tiguan allspace,0,2023.0,tiguan allspace,petrol,tiguan allspace,6,5.0,7.0,8,1.0493613994547253,2.0,1493.0,8.40737832540903,7.309212365692763,0,1,0,2986.0,6.296168396728351
3834,23900,143500.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan-allspace/15-tsi-comfortline-dsg7plnavicameragarantie/id/4740130,125,volkswagen,tiguan allspace,12,2020.0,tiguan allspace,petrol,tiguan allspace,6,8.0,7.0,8,1.0493613994547253,5.0,23916.666666666668,11.874097282798648,10.082372655926356,0,1,1,119583.33333333334,6.296168396728351
3835,40990,30798.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/pro-77-kwh-286-pk-acc-camera-apple-carplay/id/4738110,0,volkswagen,id4,12,2024.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,1.0,15399.0,10.335237500902117,9.642122788401721,0,1,1,15399.0,6.381874115289538
3838,34950,40647.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan-allspace/7pl-dsg-panodak-led-camera-stuurzetelverwarming/id/4734130,130,volkswagen,tiguan allspace,12,2022.0,tiguan allspace,petrol,tiguan allspace,6,8.0,7.0,8,1.0493613994547253,3.0,10161.75,10.612704913273568,9.226484353799487,0,1,1,30485.25,6.296168396728351
3841,30990,73700.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id5/pro-performance-77-kwh-150-kw-204-pk-1-versnelling/id/4731632,3,volkswagen,id5,24,2023.0,id5,electric,id5,6,7.0,10.0,8,1.0693245546997623,2.0,24566.666666666668,11.207771646606407,10.109186494243962,0,1,1,49133.333333333336,6.415947328198573
3842,44990,14600.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id4/pro-business-premium-77-kwh-210-kw-286-pk/id/4728970,4,volkswagen,id4,12,2025.0,id4,electric,id4,6,7.0,10.0,8,1.0636456858815897,0.0,14600.0,9.588845298501564,9.588845298501564,0,1,1,0.0,6.381874115289538
3843,44990,23600.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id7/pro-business-77-kwh-210-kw-286-pk/id/4726677,0,volkswagen,id7,12,2023.0,id7,electric,id7,6,7.0,10.0,8,1.0865464691150306,2.0,7866.666666666667,10.069044362997353,8.97051681291077,0,1,1,15733.333333333334,6.519278814690184
3844,33990,7300.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id3/id3-pro-performance-business-59-kwh-150-kw-204-pk/id/4726709,1,volkswagen,id3,12,2025.0,id3,electric,id3,6,7.0,10.0,8,1.0523938942843098,0.0,7300.0,8.895766604056085,8.895766604056085,0,1,1,0.0,6.314363365705859
3845,43990,26000.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id7/pro-210kw-286pk/id/4726791,0,volkswagen,id7,24,2024.0,id7,electric,id7,6,7.0,10.0,8,1.0865464691150306,1.0,13000.0,10.165890277802454,9.472781556562168,0,1,1,13000.0,6.519278814690184
3846,40990,37400.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volkswagen/id5/gtx-4motion-77-kwh-kw-ch-1-vitesse/id/4726885,0,volkswagen,id5,12,2023.0,id5,electric,id5,6,7.0,10.0,8,1.0693245546997623,2.0,12466.666666666666,10.529452721013085,9.430893905421295,0,1,1,24933.333333333332,6.415947328198573
